Valuation_Year,Book_Value,Total_Assets,Total_Liabilities,Total_Revenues,Working_Capital,Retained_Earnings,EBIT,Equity_Value
2011,9370.94151,32101.31253,22730.37102,20639.35737,2615.155988,4375.397992,1172.486022,8585.910997
2010,38338.38011,71566.79547,33228.41536,71979.7031,13931.58172,19068.30749,5553.544018,52252.18175
2010,258597.4225,651791.0694,393193.6469,343058.6566,5975.036273,166339.6511,66066.32868,302145.8122
2015,186246.3543,416562.057,230315.7027,256857.0478,8319.006101,119498.1754,44991.3742,238484.8891
2012,41130.11771,80436.89958,39306.78188,64991.56262,10762.38157,19679.74326,8193.344292,59290.48046
2007,20137.43456,41294.05999,21156.62543,57760.79773,12054.01048,11164.57526,4020.948497,14341.55363
2016,18027.39008,37741.33772,19713.94763,54831.44483,11353.36365,10164.34826,4179.220647,10417.69391
2016,22456.13276,56798.92254,34342.78978,57606.3114,9341.522551,14636.41284,6036.953177,9140.947509
2012,39569.15108,75375.79732,35806.64623,68898.89763,12534.40186,19337.86628,6717.331601,55400.62632
2014,24038.34637,62193.97158,38155.62522,122208.5552,13095.34136,13853.21747,8194.479895,7644.558393
2014,32995.70514,118895.266,85899.56083,64059.96444,7031.262381,22712.76422,7764.648646,10813.35532
2016,79661.78402,251141.6864,171479.9024,234712.773,14107.48216,49529.75609,23055.42675,55566.77112
2012,16096.77714,36017.16482,19920.38769,51446.2332,9984.577523,9745.000316,4781.662421,5473.574821
2009,36932.46314,131176.0491,94243.58593,71745.01647,7997.434545,25689.55099,8819.169933,11391.62837
2014,52749.19333,113755.4892,61006.29591,55482.1999,4320.446455,25980.61985,17032.62398,78610.01905
2012,17049.44382,55528.34457,38478.90075,22777.41252,1649.699619,7484.88689,3976.870266,22251.57642
2012,35382.58162,63190.93186,27808.35024,78925.47757,17116.20892,18391.25129,2877.426532,45191.52678
2012,18299.43987,42491.1709,24191.73102,79030.72844,11341.20898,10632.072,5961.060353,6138.871478
2007,16683.92141,46463.72347,29779.80206,35770.45785,6359.985924,8220.409823,1444.796594,14228.12258
2009,20020.45601,62859.54156,42839.08555,24585.43989,1564.7658,8759.854004,5112.62021,27030.31789
2014,47005.31976,118013.1581,71007.83836,49415.00609,2347.555701,22572.47166,14813.77902,67102.5175
2007,35459.66542,111495.9339,76036.26852,198561.6371,16627.54461,20127.59869,11914.73611,8855.190674
2013,28873.58876,84097.85141,55224.26265,63822.66934,8692.592497,19572.51431,7303.712528,11102.8128
2015,252284.6322,529075.5873,276790.955,351956.8657,41527.95423,131350.2115,80220.96238,338847.0215
2014,54827.66636,104474.2464,49646.58003,87375.55773,14558.35202,35731.52824,16177.28081,60973.43078
2009,27816.1233,61737.63793,33921.51463,47183.04165,6595.996,13412.73869,9014.942484,34049.95985
2007,28494.51821,80900.30575,52405.78755,155735.4677,14457.39794,16354.38695,9928.695516,7731.781535
2012,15756.74985,33748.1653,17991.41545,51679.13851,10599.39051,9087.993843,4349.538911,6542.173513
2014,277041.2644,520003.6757,242962.4114,322128.2112,7449.852584,151580.0978,62054.40554,474057.2802
2013,295774.4734,406283.0277,110508.5542,301651.0538,25199.1524,118542.2567,63740.19584,669305.1449
2008,36558.76027,103195.548,66636.78773,73659.09269,10384.77074,23801.27612,7267.884904,20542.04354
2014,154551.2986,232203.5835,77652.28492,163072.3004,15987.21115,67563.59217,31745.69903,321400.3859
2015,84314.314,154721.8179,70407.50385,125949.0423,15157.73175,55143.3741,23874.32048,110463.1654
2007,149434.975,374961.8821,225526.9071,284681.4829,32341.41503,76342.07411,49339.16744,157370.4038
2012,18670.77929,40822.09484,22151.31556,48982.07514,9024.726177,10027.47806,5899.297182,13748.13274
2010,16513.90089,46224.52129,29710.6204,35379.03149,6262.439105,8128.003383,1431.929691,14015.31208
2008,29131.59341,59171.79668,30040.20327,64427.86425,13501.65827,14985.74086,2386.818134,31574.14798
2008,56794.26181,111983.958,55189.69615,74022.08069,9610.322306,32366.95793,17712.85881,75662.74047
2015,120526.9598,191825.8519,71298.89206,139271.0262,16201.2677,57700.42261,26909.78064,228897.0025
2006,36234.26696,86807.52957,50573.26261,75321.12147,12457.74016,22161.65115,5920.874615,28300.01322
2008,26196.43272,71763.58722,45567.1545,61229.40493,8963.305224,17513.33169,6775.261308,10498.43198
2009,159100.7437,306591.592,147490.8483,235997.4102,33918.55102,80312.6781,48268.87088,226555.1478
2014,36378.69735,128780.2813,92401.58396,71092.59707,7933.679539,25345.20329,8785.166624,11095.87288
2013,46149.19115,105630.9745,59481.78339,43576.63789,1727.280829,20198.94735,15260.67109,74290.89235
2012,315085.5713,378472.8981,63387.32681,279217.451,15953.45746,115070.5645,55714.91658,793045.5943
2008,22066.62314,54936.15119,32869.52805,107373.8957,12492.67192,12746.52452,7427.141172,7188.320951
2009,228599.1312,339995.0994,111395.9682,255220.4419,15473.85891,85012.25928,41584.74558,507933.1971
2008,31896.98966,71276.21418,39379.22453,46380.27084,5512.2398,14923.32115,10405.21628,43080.16256
2012,13801.69313,45664.62163,31862.92849,25256.95509,3240.649152,7380.005981,2495.294708,11009.74401
2011,15516.71386,44770.99935,29254.2855,33083.27738,5690.317419,7586.030521,1356.464041,13163.55097
2011,278390.8676,439160.4598,160769.5922,321845.4989,33522.00995,121667.43,70964.45064,548528.0559
2013,253252.2014,545138.6958,291886.4944,350593.0261,36078.71445,136713.0862,78051.46414,333122.1981
2016,52761.8424,113749.4322,60987.58981,55540.17475,4336.988081,26000.59015,17034.7511,78739.68937
2009,241737.4644,596341.2531,354603.7887,322295.3555,5066.466932,156695.9965,60497.01467,287476.5426
2013,24723.28816,54593.82139,29870.53324,47791.45113,7417.360624,12267.88804,7961.272193,27249.71187
